Metric,Value
compression_ratio,1.2187628021302745
average,1.10788
median,1.0
std_dev,0.31023
mode,1.0
max,2.0
alpha,3
vertex_count,100
edge_probability,0.6
graph_type,unweighted
graph_seed,62747
