Metric,Value
compression_ratio,4.22972972972973
average,1.42626
median,1.0
std_dev,0.53872
mode,1.0
max,3.0
alpha,35
vertex_count,100
edge_probability,0.5
graph_type,unweighted
graph_seed,403368
