Metric,Value
compression_ratio,3.7537058152793614
average,1.37884
median,1.0
std_dev,0.56923
mode,1.0
max,3.0
alpha,5
vertex_count,150
edge_probability,0.3
graph_type,unweighted
graph_seed,185572
