Metric,Value
compression_ratio,4.6116838487972505
average,1.46151
median,1.5
std_dev,0.58563
mode,1.0
max,4.0
alpha,25
vertex_count,200
edge_probability,0.2
graph_type,unweighted
graph_seed,571123
