Metric,Value
compression_ratio,1.051383399209486
average,1.02913
median,1.0
std_dev,0.15495
mode,1.0
max,4.0
alpha,5
vertex_count,100
edge_probability,0.05
graph_type,unweighted
graph_seed,332975
