Metric,Value
compression_ratio,8.393478260869566
average,1.53333
median,1.5
std_dev,0.63674
mode,1.0
max,4.0
alpha,15
vertex_count,250
edge_probability,0.25
graph_type,unweighted
graph_seed,123450
