Metric,Value
compression_ratio,22.770114942528735
average,1.87389
median,2.0
std_dev,0.74755
mode,2.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,825635
