Metric,Value
compression_ratio,2.080188679245283
average,1.37388
median,1.0
std_dev,0.48383
mode,1.0
max,2.0
alpha,49
vertex_count,50
edge_probability,0.7
graph_type,unweighted
graph_seed,138943
