Metric,Value
compression_ratio,8.104598737601442
average,1.56195
median,1.5
std_dev,0.62875
mode,1.5
max,4.0
alpha,15
vertex_count,300
edge_probability,0.2
graph_type,unweighted
graph_seed,889704
