Metric,Value
compression_ratio,1.0940170940170941
average,1.05479
median,1.0
std_dev,0.21271
mode,1.0
max,4.0
alpha,25
vertex_count,100
edge_probability,0.05
graph_type,unweighted
graph_seed,587495
