Metric,Value
compression_ratio,14.848618784530387
average,1.83833
median,2.0
std_dev,0.36815
mode,2.0
max,2.0
alpha,35
vertex_count,300
edge_probability,0.9
graph_type,unweighted
graph_seed,273694
