Metric,Value
compression_ratio,5.769944341372913
average,1.41886
median,1.0
std_dev,0.58295
mode,1.0
max,4.0
alpha,5
vertex_count,250
edge_probability,0.3
graph_type,unweighted
graph_seed,576970
