Metric,Value
compression_ratio,4.439805149617258
average,1.36949
median,1.0
std_dev,0.53834
mode,1.0
max,4.0
alpha,49
vertex_count,250
edge_probability,0.2
graph_type,unweighted
graph_seed,857726
