Metric,Value
compression_ratio,1.845959595959596
average,1.28327
median,1.0
std_dev,0.46309
mode,1.0
max,3.0
alpha,49
vertex_count,50
edge_probability,0.6
graph_type,unweighted
graph_seed,932998
