Metric,Value
compression_ratio,7.18895966029724
average,1.63606
median,1.5
std_dev,0.71989
mode,1.0
max,4.0
alpha,15
vertex_count,150
edge_probability,0.3
graph_type,unweighted
graph_seed,978909
