Metric,Value
compression_ratio,3.630012936610608
average,1.38711
median,1.0
std_dev,0.56067
mode,1.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.25
graph_type,unweighted
graph_seed,371317
