Metric,Value
compression_ratio,10.957446808510639
average,1.63677
median,2.0
std_dev,0.48133
mode,2.0
max,3.0
alpha,49
vertex_count,300
edge_probability,0.7
graph_type,unweighted
graph_seed,682348
