Metric,Value
compression_ratio,6.610226320201174
average,1.45149
median,1.0
std_dev,0.60408
mode,1.0
max,4.0
alpha,35
vertex_count,250
edge_probability,0.25
graph_type,unweighted
graph_seed,77368
