Metric,Value
compression_ratio,40.37158469945355
average,1.92927
median,2.0
std_dev,0.26881
mode,2.0
max,3.0
alpha,7
vertex_count,250
edge_probability,0.95
graph_type,unweighted
graph_seed,812131
