Metric,Value
compression_ratio,2.1457399103139014
average,1.41714
median,1.0
std_dev,0.49309
mode,1.0
max,2.0
alpha,49
vertex_count,50
edge_probability,0.8
graph_type,unweighted
graph_seed,945207
