Metric,Value
compression_ratio,1.0212765957446808
average,1.00789
median,1.0
std_dev,0.08073
mode,1.0
max,2.0
alpha,15
vertex_count,20
edge_probability,0.25
graph_type,unweighted
graph_seed,482429
