Metric,Value
compression_ratio,3.0019175455417066
average,1.4245
median,1.5
std_dev,0.49512
mode,1.5
max,4.0
alpha,15
vertex_count,250
edge_probability,0.1
graph_type,unweighted
graph_seed,455019
