Metric,Value
compression_ratio,1.1304846572985374
average,1.09192
median,1.0
std_dev,0.28891
mode,1.0
max,2.0
alpha,3
vertex_count,100
edge_probability,0.8
graph_type,unweighted
graph_seed,896565
