Metric,Value
compression_ratio,5.092059838895282
average,1.71838
median,2.0
std_dev,0.44979
mode,2.0
max,2.0
alpha,35
vertex_count,100
edge_probability,0.9
graph_type,unweighted
graph_seed,520004
