Metric,Value
compression_ratio,3.4218399401645474
average,1.39759
median,1.5
std_dev,0.50495
mode,1.5
max,4.0
alpha,7
vertex_count,250
edge_probability,0.15
graph_type,unweighted
graph_seed,192335
