Metric,Value
compression_ratio,16.25862068965517
average,1.89949
median,2.0
std_dev,0.31822
mode,2.0
max,3.0
alpha,7
vertex_count,100
edge_probability,0.95
graph_type,unweighted
graph_seed,962445
