Metric,Value
compression_ratio,15.044319097502015
average,1.6106
median,2.0
std_dev,0.55334
mode,2.0
max,3.0
alpha,25
vertex_count,250
edge_probability,0.6
graph_type,unweighted
graph_seed,101819
