Metric,Value
compression_ratio,2.1903945111492282
average,1.24374
median,1.0
std_dev,0.46028
mode,1.0
max,3.0
alpha,49
vertex_count,100
edge_probability,0.25
graph_type,unweighted
graph_seed,195308
