Metric,Value
compression_ratio,1.036468330134357
average,1.01968
median,1.0
std_dev,0.1176
mode,1.0
max,4.0
alpha,35
vertex_count,150
edge_probability,0.05
graph_type,unweighted
graph_seed,357423
