Metric,Value
compression_ratio,1.3785310734463276
average,1.11592
median,1.0
std_dev,0.32769
mode,1.0
max,3.0
alpha,49
vertex_count,50
edge_probability,0.4
graph_type,unweighted
graph_seed,801433
