Metric,Value
compression_ratio,1.3728813559322033
average,1.13497
median,1.0
std_dev,0.33356
mode,1.0
max,3.0
alpha,5
vertex_count,50
edge_probability,0.2
graph_type,unweighted
graph_seed,356525
