Metric,Value
compression_ratio,1.0711743772241993
average,1.02286
median,1.0
std_dev,0.15215
mode,1.0
max,3.0
alpha,49
vertex_count,50
edge_probability,0.25
graph_type,unweighted
graph_seed,910332
