Metric,Value
compression_ratio,6.881889763779528
average,1.77102
median,2.0
std_dev,0.6443
mode,2.0
max,4.0
alpha,5
vertex_count,50
edge_probability,0.7
graph_type,unweighted
graph_seed,803213
