Metric,Value
compression_ratio,20.927643784786643
average,1.6641
median,1.5
std_dev,0.66185
mode,1.0
max,4.0
alpha,15
vertex_count,300
edge_probability,0.5
graph_type,unweighted
graph_seed,113592
