Metric,Value
compression_ratio,29.418909592822637
average,1.91818
median,2.0
std_dev,0.27416
mode,2.0
max,3.0
alpha,15
vertex_count,300
edge_probability,0.95
graph_type,unweighted
graph_seed,336297
