Metric,Value
compression_ratio,7.07085346215781
average,1.52922
median,1.5
std_dev,0.64508
mode,1.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.4
graph_type,unweighted
graph_seed,233140
