Metric,Value
compression_ratio,8.829657437822618
average,1.53859
median,2.0
std_dev,0.50199
mode,2.0
max,3.0
alpha,49
vertex_count,250
edge_probability,0.6
graph_type,unweighted
graph_seed,686433
