Metric,Value
compression_ratio,1.1644498186215235
average,1.07192
median,1.0
std_dev,0.22613
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.05
graph_type,unweighted
graph_seed,606794
