Metric,Value
compression_ratio,1.1346153846153846
average,1.07368
median,1.0
std_dev,0.26126
mode,1.0
max,2.0
alpha,35
vertex_count,20
edge_probability,0.7
graph_type,unweighted
graph_seed,712055
