Metric,Value
compression_ratio,5.489746682750302
average,1.56607
median,1.5
std_dev,0.60768
mode,1.5
max,5.0
alpha,25
vertex_count,250
edge_probability,0.15
graph_type,unweighted
graph_seed,119089
