Metric,Value
compression_ratio,1.1346153846153846
average,1.05789
median,1.0
std_dev,0.23911
mode,1.0
max,3.0
alpha,15
vertex_count,20
edge_probability,0.3
graph_type,unweighted
graph_seed,532973
