Metric,Value
compression_ratio,7.223300970873787
average,1.77697
median,2.0
std_dev,0.41628
mode,2.0
max,2.0
alpha,25
vertex_count,100
edge_probability,0.9
graph_type,unweighted
graph_seed,995946
