Metric,Value
compression_ratio,1.8960270498732037
average,1.27524
median,1.0
std_dev,0.4204
mode,1.0
max,5.0
alpha,15
vertex_count,300
edge_probability,0.05
graph_type,unweighted
graph_seed,377432
