Metric,Value
compression_ratio,5.94388327721661
average,1.78837
median,2.0
std_dev,0.40847
mode,2.0
max,2.0
alpha,49
vertex_count,150
edge_probability,0.95
graph_type,unweighted
graph_seed,954906
