Metric,Value
compression_ratio,1.1857142857142857
average,1.08596
median,1.0
std_dev,0.26365
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.4
graph_type,unweighted
graph_seed,634037
