Metric,Value
compression_ratio,7.61911623439001
average,1.69251
median,2.0
std_dev,0.46145
mode,2.0
max,2.0
alpha,49
vertex_count,200
edge_probability,0.8
graph_type,unweighted
graph_seed,929215
