Metric,Value
compression_ratio,4.160056657223796
average,1.51734
median,1.5
std_dev,0.58495
mode,1.5
max,5.0
alpha,15
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,507770
