Metric,Value
compression_ratio,1.3915475450590429
average,1.13333
median,1.0
std_dev,0.3048
mode,1.0
max,4.0
alpha,49
vertex_count,300
edge_probability,0.05
graph_type,unweighted
graph_seed,456968
