Metric,Value
compression_ratio,8.149425287356323
average,1.47367
median,1.0
std_dev,0.53778
mode,1.0
max,3.0
alpha,35
vertex_count,200
edge_probability,0.5
graph_type,unweighted
graph_seed,252593
