Metric,Value
compression_ratio,1.7381818181818183
average,1.1898
median,1.0
std_dev,0.4102
mode,1.0
max,3.0
alpha,35
vertex_count,50
edge_probability,0.4
graph_type,unweighted
graph_seed,924556
