Metric,Value
compression_ratio,1.1523711188140717
average,1.06638
median,1.0
std_dev,0.24894
mode,1.0
max,2.0
alpha,3
vertex_count,250
edge_probability,0.5
graph_type,unweighted
graph_seed,656572
