Metric,Value
compression_ratio,3.360544217687075
average,1.47592
median,1.0
std_dev,0.6373
mode,1.0
max,4.0
alpha,7
vertex_count,50
edge_probability,0.4
graph_type,unweighted
graph_seed,365891
