Metric,Value
compression_ratio,38.82197496522949
average,1.90821
median,2.0
std_dev,0.38361
mode,2.0
max,3.0
alpha,7
vertex_count,250
edge_probability,0.9
graph_type,unweighted
graph_seed,232131
