Metric,Value
compression_ratio,6.586474501108648
average,1.50719
median,1.5
std_dev,0.63728
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.3
graph_type,unweighted
graph_seed,592733
