Metric,Value
compression_ratio,4.045822102425876
average,1.47737
median,1.5
std_dev,0.6197
mode,1.0
max,4.0
alpha,7
vertex_count,100
edge_probability,0.3
graph_type,unweighted
graph_seed,646982
