Metric,Value
compression_ratio,3.5717703349282295
average,1.43606
median,1.0
std_dev,0.49859
mode,1.0
max,3.0
alpha,49
vertex_count,100
edge_probability,0.6
graph_type,unweighted
graph_seed,514056
