Metric,Value
compression_ratio,1.0569060154587206
average,1.05106
median,1.0
std_dev,0.22011
mode,1.0
max,2.0
alpha,3
vertex_count,200
edge_probability,0.95
graph_type,unweighted
graph_seed,508052
