Metric,Value
compression_ratio,6.741321388577828
average,1.49764
median,1.5
std_dev,0.63704
mode,1.0
max,4.0
alpha,25
vertex_count,200
edge_probability,0.3
graph_type,unweighted
graph_seed,35781
