Metric,Value
compression_ratio,1.074307916464303
average,1.01553
median,1.0
std_dev,0.12172
mode,1.0
max,3.0
alpha,3
vertex_count,150
edge_probability,0.2
graph_type,unweighted
graph_seed,666676
