Metric,Value
compression_ratio,2.9879518072289155
average,1.42694
median,1.0
std_dev,0.52544
mode,1.0
max,3.0
alpha,25
vertex_count,50
edge_probability,0.6
graph_type,unweighted
graph_seed,642176
