Metric,Value
compression_ratio,1.0640602920395668
average,1.01324
median,1.0
std_dev,0.11194
mode,1.0
max,2.0
alpha,3
vertex_count,150
edge_probability,0.2
graph_type,unweighted
graph_seed,193592
