Metric,Value
compression_ratio,4.853425845620121
average,1.40747
median,1.0
std_dev,0.50237
mode,1.0
max,3.0
alpha,49
vertex_count,150
edge_probability,0.5
graph_type,unweighted
graph_seed,155169
