Metric,Value
compression_ratio,3.245767060030785
average,1.29468
median,1.0
std_dev,0.48917
mode,1.0
max,3.0
alpha,5
vertex_count,250
edge_probability,0.2
graph_type,unweighted
graph_seed,443033
