Metric,Value
compression_ratio,1.5656565656565657
average,1.29474
median,1.0
std_dev,0.45592
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.8
graph_type,unweighted
graph_seed,521100
